Before cycle    0:   unstarted  0  unstarted  0  unstarted  0  unstarted  0  unstarted  0.
Before cycle  795:     running  2      ready  0      ready  0    blocked  1      ready  0.
Before cycle  796:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  797:     blocked  1      ready  0    running  2      ready  0      ready  0.
Before cycle  798:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  799:       ready  0      ready  0      ready  0      ready  0    running  2.
Before cycle  800:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  801:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  802:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  803:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  804:     running  1      ready  0      ready  0    blocked  3      ready  0.
Before cycle  805:     blocked  1      ready  0    running  2    blocked  2      ready  0.
Before cycle  806:       ready  0      ready  0    running  1    blocked  1      ready  0.
Before cycle  807:       ready  0      ready  0      ready  0      ready  0    running  2.
Before cycle  808:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  809:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  810:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  811:     running  2      ready  0      ready  0      ready  0      ready  0.
Before cycle  812:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  813:       ready  0      ready  0    running  2      ready  0      ready  0.
Before cycle  814:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  815:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  816:       ready  0      ready  0      ready  0    blocked  2    running  2.
Before cycle  817:       ready  0      ready  0      ready  0    blocked  1    running  1.
Before cycle  818:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  819:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  820:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  821:     blocked  2      ready  0    running  2      ready  0      ready  0.
Before cycle  822:     blocked  1      ready  0    running  1      ready  0      ready  0.
Before cycle  823:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  824:       ready  0      ready  0      ready  0    blocked  1    running  2.
Before cycle  825:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  826:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  827:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  828:     running  2      ready  0      ready  0      ready  0      ready  0.
Before cycle  829:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  830:       ready  0      ready  0    running  2      ready  0      ready  0.
Before cycle  831:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  832:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  833:       ready  0      ready  0      ready  0    blocked  2    running  2.
Before cycle  834:       ready  0      ready  0      ready  0    blocked  1    running  1.
Before cycle  835:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  836:     running  1    blocked  1      ready  0      ready  0      ready  0.
Before cycle  837:     blocked  1      ready  0    running  2      ready  0      ready  0.
Before cycle  838:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  839:       ready  0      ready  0    blocked  3    running  1      ready  0.
Before cycle  840:       ready  0      ready  0    blocked  2    blocked  2    running  2.
Before cycle  841:       ready  0      ready  0    blocked  1    blocked  1    running  1.
Before cycle  842:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  843:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  844:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  845:     blocked  1      ready  0    running  2      ready  0      ready  0.
Before cycle  846:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  847:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  848:       ready  0      ready  0      ready  0    blocked  3    running  2.
Before cycle  849:       ready  0      ready  0      ready  0    blocked  2    running  1.
Before cycle  850:       ready  0    running  1      ready  0    blocked  1      ready  0.
Before cycle  851:     running  1    blocked  1      ready  0      ready  0      ready  0.
Before cycle  852:     blocked  3      ready  0    running  2      ready  0      ready  0.
Before cycle  853:     blocked  2      ready  0    running  1      ready  0      ready  0.
Before cycle  854:     blocked  1      ready  0      ready  0      ready  0    running  2.
Before cycle  855:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  856:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  857:       ready  0    running  2      ready  0    blocked  2      ready  0.
Before cycle  858:       ready  0    running  1      ready  0    blocked  1      ready  0.
Before cycle  859:       ready  0      ready  0    running  2      ready  0      ready  0.
Before cycle  860:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  861:     running  2      ready  0      ready  0      ready  0      ready  0.
Before cycle  862:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  863:       ready  0      ready  0      ready  0      ready  0    running  2.
Before cycle  864:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  865:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  866:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  867:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  868:       ready  0      ready  0    running  2    blocked  3      ready  0.
Before cycle  869:       ready  0      ready  0    running  1    blocked  2      ready  0.
Before cycle  870:     running  1      ready  0      ready  0    blocked  1      ready  0.
Before cycle  871:     blocked  3      ready  0      ready  0      ready  0    running  2.
Before cycle  872:     blocked  2      ready  0      ready  0      ready  0    running  1.
Before cycle  873:     blocked  1    running  2      ready  0      ready  0      ready  0.
Before cycle  874:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  875:       ready  0    blocked  1    running  2      ready  0      ready  0.
Before cycle  876:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  877:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  878:       ready  0      ready  0      ready  0    blocked  2    running  2.
Before cycle  879:       ready  0      ready  0      ready  0    blocked  1    running  1.
Before cycle  880:     running  2      ready  0      ready  0      ready  0      ready  0.
Before cycle  881:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  882:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  883:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  884:       ready  0      ready  0    running  2      ready  0      ready  0.
Before cycle  885:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  886:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  887:       ready  0      ready  0      ready  0    blocked  1    running  2.
Before cycle  888:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  889:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  890:     blocked  3    running  2      ready  0      ready  0      ready  0.
Before cycle  891:     blocked  2    running  1      ready  0      ready  0      ready  0.
Before cycle  892:     blocked  1      ready  0    running  2      ready  0      ready  0.
Before cycle  893:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  894:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  895:       ready  0      ready  0      ready  0    blocked  3    running  2.
Before cycle  896:       ready  0      ready  0      ready  0    blocked  2    running  1.
Before cycle  897:       ready  0    running  2      ready  0    blocked  1      ready  0.
Before cycle  898:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  899:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  900:     blocked  2      ready  0    running  2      ready  0      ready  0.
Before cycle  901:     blocked  1      ready  0    running  1      ready  0      ready  0.
Before cycle  902:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  903:       ready  0      ready  0      ready  0    running  1    blocked  3.
Before cycle  904:       ready  0    running  2      ready  0    blocked  3    blocked  2.
Before cycle  905:       ready  0    running  1      ready  0    blocked  2    blocked  1.
Before cycle  906:     running  2      ready  0      ready  0    blocked  1      ready  0.
Before cycle  907:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  908:     blocked  3      ready  0    running  1      ready  0      ready  0.
Before cycle  909:     blocked  2    running  1    blocked  1      ready  0      ready  0.
Before cycle  910:     blocked  1    blocked  1      ready  0      ready  0    running  2.
Before cycle  911:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  912:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  913:       ready  0      ready  0    running  2    blocked  2      ready  0.
Before cycle  914:       ready  0      ready  0    running  1    blocked  1      ready  0.
Before cycle  915:     running  2      ready  0      ready  0      ready  0      ready  0.
Before cycle  916:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  917:       ready  0    running  2      ready  0      ready  0      ready  0.
Before cycle  918:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  919:       ready  0    blocked  3      ready  0      ready  0    running  2.
Before cycle  920:       ready  0    blocked  2      ready  0      ready  0    running  1.
Before cycle  921:       ready  0    blocked  1    running  2      ready  0      ready  0.
Before cycle  922:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  923:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  924:     running  1      ready  0      ready  0    blocked  1      ready  0.
Before cycle  925:     blocked  2      ready  0      ready  0      ready  0    running  1.
Before cycle  926:     blocked  1    running  2      ready  0      ready  0    blocked  2.
Before cycle  927:       ready  0    running  1      ready  0      ready  0    blocked  1.
Before cycle  928:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  929:       ready  0      ready  0    blocked  3    running  1      ready  0.
Before cycle  930:     running  2      ready  0    blocked  2    blocked  3      ready  0.
Before cycle  931:     running  1      ready  0    blocked  1    blocked  2      ready  0.
Before cycle  932:     blocked  1    running  2      ready  0    blocked  1      ready  0.
Before cycle  933:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  934:       ready  0      ready  0      ready  0      ready  0    running  2.
Before cycle  935:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  936:       ready  0      ready  0    running  2      ready  0      ready  0.
Before cycle  937:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  938:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  939:     blocked  1      ready  0      ready  0    running  1      ready  0.
Before cycle  940:       ready  0    running  2      ready  0    blocked  1      ready  0.
Before cycle  941:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  942:       ready  0    blocked  3      ready  0      ready  0    running  2.
Before cycle  943:       ready  0    blocked  2      ready  0      ready  0    running  1.
Before cycle  944:       ready  0    blocked  1    running  2      ready  0      ready  0.
Before cycle  945:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  946:     running  1      ready  0    blocked  1      ready  0      ready  0.
Before cycle  947:     blocked  3      ready  0      ready  0    running  1      ready  0.
Before cycle  948:     blocked  2      ready  0      ready  0    blocked  3    running  2.
Before cycle  949:     blocked  1      ready  0      ready  0    blocked  2    running  1.
Before cycle  950:       ready  0    running  1      ready  0    blocked  1      ready  0.
Before cycle  951:       ready  0    blocked  1    running  2      ready  0      ready  0.
Before cycle  952:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  953:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  954:     blocked  3      ready  0      ready  0      ready  0    running  2.
Before cycle  955:     blocked  2      ready  0      ready  0      ready  0    running  1.
Before cycle  956:     blocked  1      ready  0      ready  0    running  1      ready  0.
Before cycle  957:       ready  0    running  2      ready  0    blocked  1      ready  0.
Before cycle  958:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  959:       ready  0      ready  0    running  2      ready  0      ready  0.
Before cycle  960:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  961:       ready  0      ready  0      ready  0      ready  0    running  2.
Before cycle  962:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  963:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  964:     blocked  3      ready  0      ready  0    running  1      ready  0.
Before cycle  965:     blocked  2    running  2      ready  0    blocked  3      ready  0.
Before cycle  966:     blocked  1    running  1      ready  0    blocked  2      ready  0.
Before cycle  967:       ready  0      ready  0    running  2    blocked  1      ready  0.
Before cycle  968:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  969:       ready  0      ready  0      ready  0      ready  0    running  2.
Before cycle  970:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  971:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  972:     blocked  1    running  2      ready  0      ready  0      ready  0.
Before cycle  973:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  974:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  975:       ready  0      ready  0    running  2    blocked  2      ready  0.
Before cycle  976:       ready  0      ready  0    running  1    blocked  1      ready  0.
Before cycle  977:       ready  0      ready  0      ready  0      ready  0    running  2.
Before cycle  978:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  979:     running  2      ready  0      ready  0      ready  0      ready  0.
Before cycle  980:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  981:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  982:       ready  0    blocked  3    running  2      ready  0      ready  0.
Before cycle  983:       ready  0    blocked  2    running  1      ready  0      ready  0.
Before cycle  984:       ready  0    blocked  1      ready  0    running  1      ready  0.
Before cycle  985:       ready  0      ready  0      ready  0    blocked  1    running  2.
Before cycle  986:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  987:     running  1      ready  0      ready  0      ready  0      ready  0.
Before cycle  988:     blocked  3      ready  0    running  2      ready  0      ready  0.
Before cycle  989:     blocked  2      ready  0    running  1      ready  0      ready  0.
Before cycle  990:     blocked  1    running  2      ready  0      ready  0      ready  0.
Before cycle  991:       ready  0    running  1      ready  0      ready  0      ready  0.
Before cycle  992:       ready  0      ready  0      ready  0    running  1      ready  0.
Before cycle  993:       ready  0      ready  0      ready  0 terminated  0    running  2.
Before cycle  994:       ready  0      ready  0      ready  0 terminated  0    running  1.
Before cycle  995:       ready  0      ready  0    running  2 terminated  0      ready  0.
Before cycle  996:       ready  0      ready  0    running  1 terminated  0      ready  0.
Before cycle  997:     running  2      ready  0      ready  0 terminated  0      ready  0.
Before cycle  998:     running  1      ready  0      ready  0 terminated  0      ready  0.
Before cycle  999:     blocked  1    running  2      ready  0 terminated  0      ready  0.
Before cycle 1000:       ready  0    running  1      ready  0 terminated  0      ready  0.
Before cycle 1001:       ready  0      ready  0      ready  0 terminated  0    running  2.
Before cycle 1002:       ready  0      ready  0      ready  0 terminated  0    running  1.
Before cycle 1003:       ready  0      ready  0    running  2 terminated  0      ready  0.
Before cycle 1004:       ready  0      ready  0    running  1 terminated  0      ready  0.
Before cycle 1005:     running  1      ready  0      ready  0 terminated  0      ready  0.
Before cycle 1006:     blocked  1    running  2      ready  0 terminated  0      ready  0.
Before cycle 1007:       ready  0    running  1      ready  0 terminated  0      ready  0.
Before cycle 1008:       ready  0    blocked  2      ready  0 terminated  0    running  2.
Before cycle 1009:       ready  0    blocked  1      ready  0 terminated  0    running  1.
Before cycle 1010:       ready  0      ready  0    running  2 terminated  0      ready  0.
Before cycle 1011:       ready  0      ready  0    running  1 terminated  0      ready  0.
Before cycle 1012:     running  1      ready  0    blocked  3 terminated  0      ready  0.
Before cycle 1013:     blocked  2    running  1    blocked  2 terminated  0      ready  0.
Before cycle 1014:     blocked  1    blocked  2    blocked  1 terminated  0    running  2.
Before cycle 1015:       ready  0    blocked  1      ready  0 terminated  0    running  1.
Before cycle 1016:     running  2      ready  0      ready  0 terminated  0      ready  0.
Before cycle 1017:     running  1      ready  0      ready  0 terminated  0      ready  0.
Before cycle 1018:       ready  0      ready  0    running  2 terminated  0      ready  0.
Before cycle 1019:       ready  0      ready  0    running  1 terminated  0      ready  0.
Before cycle 1020:       ready  0    running  2      ready  0 terminated  0      ready  0.
Before cycle 1021:       ready  0    running  1      ready  0 terminated  0      ready  0.
Before cycle 1022:       ready  0      ready  0      ready  0 terminated  0    running  2.
Before cycle 1023:       ready  0      ready  0      ready  0 terminated  0    running  1.
Before cycle 1024:     running  1      ready  0      ready  0 terminated  0      ready  0.
Before cycle 1025:     blocked  1      ready  0    running  2 terminated  0      ready  0.
Before cycle 1026:       ready  0      ready  0    running  1 terminated  0      ready  0.
Before cycle 1027:       ready  0    running  2      ready  0 terminated  0      ready  0.
Before cycle 1028:       ready  0    running  1      ready  0 terminated  0      ready  0.
Before cycle 1029:       ready  0      ready  0      ready  0 terminated  0    running  2.
Before cycle 1030:       ready  0      ready  0      ready  0 terminated  0    running  1.
Before cycle 1031:     running  2      ready  0      ready  0 terminated  0      ready  0.
Before cycle 1032:     running  1      ready  0      ready  0 terminated  0      ready  0.
Before cycle 1033:       ready  0      ready  0    running  2 terminated  0      ready  0.
Before cycle 1034:       ready  0      ready  0    running  1 terminated  0      ready  0.
Before cycle 1035:       ready  0    running  2      ready  0 terminated  0      ready  0.
Before cycle 1036:       ready  0    running  1      ready  0 terminated  0      ready  0.
Before cycle 1037:       ready  0      ready  0      ready  0 terminated  0    running  2.
Before cycle 1038:       ready  0      ready  0      ready  0 terminated  0    running  1.
Before cycle 1039:     running  1      ready  0      ready  0 terminated  0      ready  0.
Before cycle 1040:     blocked  2      ready  0    running  2 terminated  0      ready  0.
Before cycle 1041:     blocked  1      ready  0    running  1 terminated  0      ready  0.
Before cycle 1042:       ready  0    running  1      ready  0 terminated  0      ready  0.
Before cycle 1043:       ready  0    blocked  2      ready  0 terminated  0    running  2.
Before cycle 1044:       ready  0    blocked  1      ready  0 terminated  0    running  1.
Before cycle 1045:     running  2      ready  0      ready  0 terminated  0      ready  0.
Before cycle 1046:     running  1      ready  0      ready  0 terminated  0      ready  0.
Before cycle 1047:     blocked  3      ready  0    running  2 terminated  0      ready  0.
Before cycle 1048:     blocked  2      ready  0    running  1 terminated  0      ready  0.
Before cycle 1049:     blocked  1    running  2      ready  0 terminated  0      ready  0.
Before cycle 1050:       ready  0    running  1      ready  0 terminated  0      ready  0.
Before cycle 1051:       ready  0    blocked  1      ready  0 terminated  0    running  2.
Before cycle 1052:       ready  0      ready  0      ready  0 terminated  0    running  1.
Before cycle 1053:       ready  0      ready  0    running  1 terminated  0      ready  0.
Before cycle 1054:     running  2      ready  0    blocked  2 terminated  0      ready  0.
Before cycle 1055:     running  1      ready  0    blocked  1 terminated  0      ready  0.
Before cycle 1056:       ready  0    running  2      ready  0 terminated  0      ready  0.
Before cycle 1057:       ready  0    running  1      ready  0 terminated  0      ready  0.
Before cycle 1058:       ready  0      ready  0      ready  0 terminated  0    running  2.
Before cycle 1059:       ready  0      ready  0      ready  0 terminated  0    running  1.
Before cycle 1060:     running  1      ready  0      ready  0 terminated  0      ready  0.
Before cycle 1061:  terminated  0      ready  0    running  2 terminated  0      ready  0.
Before cycle 1062:  terminated  0      ready  0    running  1 terminated  0      ready  0.
Before cycle 1063:  terminated  0    running  2      ready  0 terminated  0      ready  0.
Before cycle 1064:  terminated  0    running  1      ready  0 terminated  0      ready  0.
Before cycle 1065:  terminated  0      ready  0      ready  0 terminated  0    running  2.
Before cycle 1066:  terminated  0      ready  0      ready  0 terminated  0    running  1.
Before cycle 1067:  terminated  0      ready  0    running  2 terminated  0      ready  0.
Before cycle 1068:  terminated  0      ready  0    running  1 terminated  0      ready  0.
Before cycle 1069:  terminated  0    running  2      ready  0 terminated  0      ready  0.
Before cycle 1070:  terminated  0    running  1      ready  0 terminated  0      ready  0.
Before cycle 1071:  terminated  0    blocked  1      ready  0 terminated  0    running  2.
Before cycle 1072:  terminated  0      ready  0      ready  0 terminated  0    running  1.
Before cycle 1073:  terminated  0      ready  0    running  2 terminated  0      ready  0.
Before cycle 1074:  terminated  0      ready  0    running  1 terminated  0      ready  0.
Before cycle 1075:  terminated  0    running  2      ready  0 terminated  0      ready  0.
Before cycle 1076:  terminated  0    running  1      ready  0 terminated  0      ready  0.
Before cycle 1077:  terminated  0      ready  0      ready  0 terminated  0    running  2.
Before cycle 1078:  terminated  0      ready  0      ready  0 terminated  0    running  1.
Before cycle 1079:  terminated  0      ready  0    running  2 terminated  0      ready  0.
Before cycle 1080:  terminated  0      ready  0    running  1 terminated  0      ready  0.
Before cycle 1081:  terminated  0    running  2      ready  0 terminated  0      ready  0.
Before cycle 1082:  terminated  0    running  1      ready  0 terminated  0      ready  0.
Before cycle 1083:  terminated  0      ready  0      ready  0 terminated  0    running  2.
Before cycle 1084:  terminated  0      ready  0      ready  0 terminated  0    running  1.
Before cycle 1085:  terminated  0      ready  0    running  2 terminated  0      ready  0.
Before cycle 1086:  terminated  0      ready  0    running  1 terminated  0      ready  0.
Before cycle 1087:  terminated  0    running  2      ready  0 terminated  0      ready  0.
Before cycle 1088:  terminated  0    running  1      ready  0 terminated  0      ready  0.
Before cycle 1089:  terminated  0    blocked  2      ready  0 terminated  0    running  2.
Before cycle 1090:  terminated  0    blocked  1      ready  0 terminated  0    running  1.
Before cycle 1091:  terminated  0      ready  0    running  2 terminated  0      ready  0.
Before cycle 1092:  terminated  0      ready  0    running  1 terminated  0      ready  0.
Before cycle 1093:  terminated  0    running  1      ready  0 terminated  0      ready  0.
Before cycle 1094:  terminated  0    blocked  3      ready  0 terminated  0    running  2.
Before cycle 1095:  terminated  0    blocked  2      ready  0 terminated  0    running  1.
Before cycle 1096:  terminated  0    blocked  1    running  1 terminated  0      ready  0.
Before cycle 1097:  terminated  0      ready  0    blocked  3 terminated  0    running  2.
Before cycle 1098:  terminated  0      ready  0    blocked  2 terminated  0    running  1.
Before cycle 1099:  terminated  0    running  2    blocked  1 terminated  0      ready  0.
Before cycle 1100:  terminated  0    running  1      ready  0 terminated  0      ready  0.
Before cycle 1101:  terminated  0      ready  0      ready  0 terminated  0    running  2.
Before cycle 1102:  terminated  0      ready  0      ready  0 terminated  0    running  1.
Before cycle 1103:  terminated  0      ready  0    running  1 terminated  0      ready  0.
Before cycle 1104:  terminated  0    running  1    blocked  1 terminated  0      ready  0.
Before cycle 1105:  terminated  0    blocked  1      ready  0 terminated  0    running  2.
Before cycle 1106:  terminated  0      ready  0      ready  0 terminated  0    running  1.
Before cycle 1107:  terminated  0      ready  0    running  2 terminated  0      ready  0.
Before cycle 1108:  terminated  0      ready  0    running  1 terminated  0      ready  0.
Before cycle 1109:  terminated  0    running  2      ready  0 terminated  0      ready  0.
Before cycle 1110:  terminated  0    running  1      ready  0 terminated  0      ready  0.
Before cycle 1111:  terminated  0      ready  0      ready  0 terminated  0    running  2.
Before cycle 1112:  terminated  0      ready  0      ready  0 terminated  0    running  1.
Before cycle 1113:  terminated  0      ready  0    running  2 terminated  0      ready  0.
Before cycle 1114:  terminated  0      ready  0    running  1 terminated  0      ready  0.
Before cycle 1115:  terminated  0    running  2      ready  0 terminated  0      ready  0.
Before cycle 1116:  terminated  0    running  1      ready  0 terminated  0      ready  0.
Before cycle 1117:  terminated  0      ready  0      ready  0 terminated  0    running  2.
Before cycle 1118:  terminated  0      ready  0      ready  0 terminated  0    running  1.
Before cycle 1119:  terminated  0      ready  0    running  2 terminated  0      ready  0.
Before cycle 1120:  terminated  0      ready  0    running  1 terminated  0      ready  0.
Before cycle 1121:  terminated  0    running  2      ready  0 terminated  0      ready  0.
Before cycle 1122:  terminated  0    running  1      ready  0 terminated  0      ready  0.
Before cycle 1123:  terminated  0      ready  0      ready  0 terminated  0    running  2.
Before cycle 1124:  terminated  0      ready  0      ready  0 terminated  0    running  1.
Before cycle 1125:  terminated  0      ready  0    running  2 terminated  0      ready  0.
Before cycle 1126:  terminated  0      ready  0    running  1 terminated  0      ready  0.
Before cycle 1127:  terminated  0    running  2      ready  0 terminated  0      ready  0.
Before cycle 1128:  terminated  0    running  1      ready  0 terminated  0      ready  0.
Before cycle 1129:  terminated  0    blocked  2      ready  0 terminated  0    running  2.
Before cycle 1130:  terminated  0    blocked  1      ready  0 terminated  0    running  1.
Before cycle 1131:  terminated  0      ready  0    running  1 terminated  0      ready  0.
Before cycle 1132:  terminated  0    running  2    blocked  2 terminated  0      ready  0.
Before cycle 1133:  terminated  0    running  1    blocked  1 terminated  0      ready  0.
Before cycle 1134:  terminated  0      ready  0      ready  0 terminated  0    running  2.
Before cycle 1135:  terminated  0      ready  0      ready  0 terminated  0    running  1.
Before cycle 1136:  terminated  0    running  2      ready  0 terminated  0      ready  0.
Before cycle 1137:  terminated  0    running  1      ready  0 terminated  0      ready  0.
Before cycle 1138:  terminated  0      ready  0    running  2 terminated  0      ready  0.
Before cycle 1139:  terminated  0      ready  0    running  1 terminated  0      ready  0.
Before cycle 1140:  terminated  0      ready  0      ready  0 terminated  0    running  2.
Before cycle 1141:  terminated  0      ready  0      ready  0 terminated  0    running  1.
Before cycle 1142:  terminated  0    running  2      ready  0 terminated  0      ready  0.
Before cycle 1143:  terminated  0    running  1      ready  0 terminated  0      ready  0.
Before cycle 1144:  terminated  0      ready  0    running  2 terminated  0      ready  0.
Before cycle 1145:  terminated  0      ready  0    running  1 terminated  0      ready  0.
Before cycle 1146:  terminated  0      ready  0      ready  0 terminated  0    running  2.
Before cycle 1147:  terminated  0      ready  0      ready  0 terminated  0    running  1.
Before cycle 1148:  terminated  0    running  2      ready  0 terminated  0      ready  0.
Before cycle 1149:  terminated  0    running  1      ready  0 terminated  0      ready  0.
Before cycle 1150:  terminated  0    blocked  1    running  2 terminated  0      ready  0.
Before cycle 1151:  terminated  0      ready  0    running  1 terminated  0      ready  0.
Before cycle 1152:  terminated  0      ready  0      ready  0 terminated  0    running  2.
Before cycle 1153:  terminated  0      ready  0      ready  0 terminated  0    running  1.
Before cycle 1154:  terminated  0    running  2      ready  0 terminated  0      ready  0.
Before cycle 1155:  terminated  0    running  1      ready  0 terminated  0      ready  0.
Before cycle 1156:  terminated  0      ready  0    running  2 terminated  0      ready  0.
Before cycle 1157:  terminated  0      ready  0    running  1 terminated  0      ready  0.
Before cycle 1158:  terminated  0      ready  0      ready  0 terminated  0    running  2.
Before cycle 1159:  terminated  0      ready  0      ready  0 terminated  0    running  1.
Before cycle 1160:  terminated  0    running  2      ready  0 terminated  0      ready  0.
Before cycle 1161:  terminated  0    running  1      ready  0 terminated  0      ready  0.
Before cycle 1162:  terminated  0      ready  0    running  2 terminated  0      ready  0.
Before cycle 1163:  terminated  0      ready  0    running  1 terminated  0      ready  0.
Before cycle 1164:  terminated  0      ready  0      ready  0 terminated  0    running  2.
Before cycle 1165:  terminated  0      ready  0      ready  0 terminated  0    running  1.
Before cycle 1166:  terminated  0    running  2      ready  0 terminated  0      ready  0.
Before cycle 1167:  terminated  0    running  1      ready  0 terminated  0      ready  0.
Before cycle 1168:  terminated  0      ready  0    running  2 terminated  0      ready  0.
Before cycle 1169:  terminated  0      ready  0    running  1 terminated  0      ready  0.
Before cycle 1170:  terminated  0      ready  0      ready  0 terminated  0    running  2.
Before cycle 1171:  terminated  0      ready  0      ready  0 terminated  0    running  1.
Before cycle 1172:  terminated  0    running  1      ready  0 terminated  0      ready  0.
Before cycle 1173:  terminated  0    blocked  2    running  2 terminated  0      ready  0.
Before cycle 1174:  terminated  0    blocked  1    running  1 terminated  0      ready  0.
Before cycle 1175:  terminated  0      ready  0      ready  0 terminated  0    running  2.
Before cycle 1176:  terminated  0      ready  0      ready  0 terminated  0    running  1.
Before cycle 1177:  terminated  0    running  2      ready  0 terminated  0      ready  0.
Before cycle 1178:  terminated  0    running  1      ready  0 terminated  0      ready  0.
Before cycle 1179:  terminated  0    blocked  3    running  2 terminated  0      ready  0.
Before cycle 1180:  terminated  0    blocked  2    running  1 terminated  0      ready  0.
Before cycle 1181:  terminated  0    blocked  1      ready  0 terminated  0    running  2.
Before cycle 1182:  terminated  0      ready  0      ready  0 terminated  0    running  1.
Before cycle 1183:  terminated  0      ready  0    running  1 terminated  0      ready  0.
Before cycle 1184:  terminated  0    running  2    blocked  1 terminated  0      ready  0.
Before cycle 1185:  terminated  0    running  1      ready  0 terminated  0      ready  0.
